id,LIVER_dice,LIVER_haus95
lits_2,0.9431827288365885,2.001537799835205
lits_102,0.9672822748186951,0.0
lits_34,0.7933000698617927,41.35214614868164
lits_18,0.9712368610848637,0.0
lits_86,0.9701342343558043,0.0
lits_115,0.9681731185019459,0.0
lits_64,0.9714240201067285,0.0
lits_42,0.9502436066748997,1.0
lits_20,0.9553898989089478,0.0
lits_19,0.9668490029829221,0.0
lits_83,0.9611243519315734,0.0
lits_21,0.8851068880812248,154.21846694946288
lits_49,0.9426042816337835,0.955078125
lits_113,0.9719914059000702,0.0
lits_73,0.9383527573095943,2.853515625
lits_80,0.9652760357725723,0.0
lits_46,0.6832315721140714,46.14108657836914
lits_112,0.9680391390029294,0.0
lits_123,0.9606918896612491,0.0
lits_69,0.9539300722397344,0.75390625
lits_30,0.9524774128009507,1.0
lits_125,0.9743829182190054,0.0
lits_47,0.9561985350656477,1.0
lits_25,0.9459231203924198,1.53515625
lits_109,0.9440624145622906,0.79998779296875
lits_33,0.9527687903889143,1.0
lits_6,0.9688235002834452,0.0
lits_120,0.9353859972977339,3.0
lits_52,0.9303114430074451,2.3643882274627686
lits_23,0.8971160735060254,38.877708435058594
lits_29,0.9603011402969669,0.0
lits_130,0.7936515603126602,17.22885036468506
lits_82,0.9511868051299566,0.800994873046875
lits_104,0.8938363100648811,8.836008071899414
lits_1,0.9429907707360617,2.4365639686584473
lits_53,0.9426691623771642,3.064706802368164
lits_31,0.9181275414604072,2.0
lits_103,0.9482851133597205,0.85546875
lits_128,0.9620884264092879,0.0
lits_100,0.9729228701700394,0.0
lits_89,0.9581137643330572,0.0
lits_27,0.9610034852384525,0.70001220703125
lits_16,0.9606096745056422,0.0
lits_84,0.9660352968900976,0.0
lits_91,0.9737255687644326,0.0
lits_57,0.9595322468894065,0.703125
lits_126,0.9692993423183754,0.0
lits_70,0.9323932533205532,1.1953125
lits_58,0.942514593020349,2.0
lits_65,0.9078922395840847,6.92672872543335
lits_3,0.9683720150158055,0.0
lits_106,0.9608529982435337,0.7289886474609375
lits_90,0.9580731001454826,0.0
lits_119,0.9640875538628502,0.84375
lits_56,0.8850199631570543,30.503890991210938
lits_105,0.948924124529148,0.84375
lits_63,0.9653135473680029,0.0
lits_45,0.5936157386204525,146.386474609375
lits_9,0.9515551845550267,1.0
lits_97,0.9169004730222993,64.62144470214844
lits_5,0.9591987087021934,0.79998779296875
lits_59,0.9688097734624176,0.0
lits_13,0.9402666676777358,1.6953125
lits_48,0.7609142152259452,143.04898834228516
lits_117,0.9088794926897354,4.760002136230469
lits_4,0.8426168290072753,9.0234375
lits_54,0.9679377719836391,0.828125
lits_50,0.9278436865132468,2.0264365673065186
lits_110,0.9537642631923422,0.720001220703125
lits_51,0.9160939038375053,4.51171875
lits_79,0.9389575835919189,2.390625
lits_129,0.9569152128520417,0.70001220703125
lits_17,0.9418009643741132,1.48828125
lits_76,0.9444276225947281,1.484375
lits_0,0.9591873526046438,0.703125
lits_107,0.9484111585356741,0.800018310546875
lits_88,0.907923263678401,5.95849609375
lits_11,0.9571672319052661,0.671875
lits_78,0.9403478137639986,0.78515625
lits_24,0.9537346221025624,1.33984375
lits_94,0.9288940721000769,9.850104331970215
lits_114,0.970788887466669,0.0
lits_72,0.956580855800266,0.677734375
lits_61,0.9537382162467926,0.7578125
lits_32,0.9633975972271779,0.0
lits_10,0.9637857467821636,0.0
lits_7,0.9675386443135574,0.0
lits_116,0.9706994173557173,0.0
lits_127,0.9737827288324613,0.0
lits_95,0.9225346982588494,2.510896682739258
lits_68,0.9495197183132198,0.666015625
lits_39,0.9062805886376217,28.792360305786133
lits_35,0.7653128321078838,23.853721618652344
lits_81,0.9589080677954662,0.703125
lits_98,0.9636622230295228,0.0
lits_87,0.9652778383977699,0.0
lits_99,0.9729699434847137,0.0
lits_60,0.9520473633333972,1.7862340211868286
lits_77,0.9292798963848947,3.123992919921875
lits_124,0.970019115905889,0.0
lits_66,0.9671464399775952,0.0
lits_44,0.9523707197780412,0.0
lits_15,0.9036069434501919,3.271484375
lits_22,0.9503655764594213,1.953125
lits_96,0.9679562889708292,0.0
lits_67,0.9664475008055702,0.0
lits_74,0.9250716410270691,4.449071884155273
lits_12,0.9598065353025474,0.9253154993057251
lits_93,0.9445006998202807,0.79998779296875
lits_118,0.9637891358387665,0.744140625
lits_75,0.9641080301226644,0.0
lits_101,0.968082481142718,0.0
lits_8,0.9662717972382893,0.0
lits_43,0.7936712895343184,21.0
lits_38,0.9561018423985413,1.0
lits_62,0.9623853501093294,0.0
lits_40,0.9551590466129334,1.0
lits_28,0.9533642699964608,1.0
lits_92,0.9603976082779535,0.6709976196289062
lits_108,0.9103917791266575,114.16945648193365
lits_41,0.9262713924136732,38.10511779785156
lits_111,0.9547002101867657,0.782012939453125
lits_122,0.9622006267327382,0.689453125
lits_36,0.9289826349188315,1.4142135381698608
lits_14,0.9691761220325834,0.0
lits_71,0.9449804664920975,0.7872087359428406
lits_121,0.9723001845020374,0.0
lits_55,0.9034145236851794,2.8327207565307617
lits_37,0.9628220430778928,0.0
lits_26,0.95048980956826,0.6999969482421875
lits_85,0.8306643689646988,110.21622390747073
Mean,0.9371917727300725,8.8053235913961
Std,0.05511679503780194,26.970502650860706
25th Percentile,0.936869377303664,0.0
50th Percentile,0.9539300722397344,0.7872087359428406
75th Percentile,0.9646920329476183,2.1954123973846436
