id,LIVER_dice,LIVER_haus95
lits_2,0.9603975465140432,0.775390625
lits_102,0.9679727185765951,0.0
lits_34,0.73808538077064,42.20189666748047
lits_18,0.9623706027763402,0.0
lits_86,0.9695066552552198,0.0
lits_115,0.9341642764506349,4.276230812072754
lits_64,0.9700190994144294,0.0
lits_42,0.9568313861302897,1.0
lits_20,0.9547620783171984,0.79998779296875
lits_19,0.9665454467977637,0.0
lits_83,0.9510520154733476,0.699981689453125
lits_21,0.9662542378264541,0.0
lits_49,0.934697453870735,1.91015625
lits_113,0.9717076087261455,0.0
lits_73,0.9000708885986588,6.969232559204102
lits_80,0.9673098729877069,0.0
lits_46,0.7220662072216602,16.031219482421875
lits_112,0.9686216448682293,0.0
lits_123,0.9627276848888807,0.0
lits_69,0.9449132073247457,2.0
lits_30,0.958278953530143,1.0
lits_125,0.9646522186125714,0.0
lits_47,0.9582962148257227,0.0
lits_25,0.9457417770055719,1.53515625
lits_109,0.9132666585938665,2.28900146484375
lits_33,0.9443310165258908,1.0
lits_6,0.9640861259190265,0.873046875
lits_120,0.9348039652325681,1.5
lits_52,0.9424515905522803,1.671875
lits_23,0.9486992562428113,1.20001220703125
lits_29,0.9607414046386739,0.0
lits_130,0.9331126073436989,2.5622146129608154
lits_82,0.9496020648092187,0.625
lits_104,0.8681150175109772,9.508695602416992
lits_1,0.9261200923224657,4.0546875
lits_53,0.9422898469192749,2.5500030517578125
lits_31,0.9497152669148079,1.0
lits_103,0.9605712771051302,0.0
lits_128,0.9619152742495259,0.0
lits_100,0.9730882405427188,0.0
lits_89,0.8819663987239413,109.65142822265625
lits_27,0.9599862856860016,0.699981689453125
lits_16,0.9639997776087567,0.0
lits_84,0.970950100669064,0.0
lits_91,0.9734727549991029,0.0
lits_57,0.9559895156780084,1.25
lits_126,0.9615775403445943,0.0
lits_70,0.9216699335197678,5.685515880584717
lits_58,0.9438613292995944,2.0
lits_65,0.9546681742476684,0.0
lits_3,0.9683579600496908,0.0
lits_106,0.9524011264659212,0.72900390625
lits_90,0.9454743324494859,1.1045091152191162
lits_119,0.9621443720283643,0.0
lits_56,0.8928891845311128,31.696380615234375
lits_105,0.9378306486567475,1.826918363571167
lits_63,0.9682909466404862,0.0
lits_45,0.8324752467906328,10.677078247070312
lits_9,0.9561249691254246,0.8203125
lits_97,0.8606222770406032,84.9346046447753
lits_5,0.9608672535534304,0.0
lits_59,0.9664698795582802,0.0
lits_13,0.8403357851052446,13.5625
lits_48,0.7409036310028491,143.76760711669922
lits_117,0.9559060607293205,0.6800003051757812
lits_4,0.7733418419190566,83.70381164550781
lits_54,0.889967410546504,14.90625
lits_50,0.9294052997585985,2.0264365673065186
lits_110,0.9620432480542578,0.0
lits_51,0.9147032814958684,3.1327662467956543
lits_79,0.9384138434480486,1.1269514560699463
lits_129,0.9661792615823476,0.0
lits_17,0.9667181164419255,0.0
lits_76,0.9488177701662409,0.7421875
lits_0,0.9623088914422887,0.0
lits_107,0.9025168466458876,8.674446105957031
lits_88,0.8412630348977266,18.143997192382812
lits_11,0.9496599424625561,1.2047473192214966
lits_78,0.923006375997648,8.239951133728027
lits_24,0.9413188766821446,3.0
lits_94,0.9126165954284674,10.199137687683105
lits_114,0.9679310593182937,0.0
lits_72,0.9535795092538433,0.9584611654281616
lits_61,0.9491373060876256,0.7578125
lits_32,0.9650066538856217,0.0
lits_10,0.9718065834953535,0.0
lits_7,0.9608616227508209,0.748046875
lits_116,0.9680473342113499,0.0
lits_127,0.9735525340810242,0.0
lits_95,0.8945800882183127,7.968201160430908
lits_68,0.7004537455665167,30.00666046142578
lits_39,0.8844436049916913,43.92038345336914
lits_35,0.7637419225915404,26.019224166870117
lits_81,0.9610950154932665,0.0
lits_98,0.9578703717631599,0.0
lits_87,0.9666558638293022,0.0
lits_99,0.9722877687399705,0.0
lits_60,0.9490342784577249,2.396484375
lits_77,0.9034988524105475,28.94609479904175
lits_124,0.964959103631006,0.0
lits_66,0.9667616376330017,0.0
lits_44,0.9554861701509283,0.0
lits_15,0.9190704054337656,2.359100818634033
lits_22,0.9312666640905753,3.269989013671875
lits_96,0.9702635385727142,0.0
lits_67,0.9546243596590034,0.0
lits_74,0.9341359532964637,1.8473764657974243
lits_12,0.9483169191370634,1.646941900253296
lits_93,0.8880852754812666,5.9579925537109375
lits_118,0.9623330088887785,0.744140625
lits_75,0.9585937405289636,0.7578125
lits_101,0.9645657573081295,0.699981689453125
lits_8,0.9586889716941753,0.0
lits_43,0.6486108663957264,39.0
lits_38,0.9490382731894714,1.0
lits_62,0.9637132079262767,0.0
lits_40,0.955301991155503,1.0
lits_28,0.9497160344786751,1.0
lits_92,0.9013780977396474,4.0260009765625
lits_108,0.9012682274445759,10.93499755859375
lits_41,0.952384309812032,1.0
lits_111,0.8825868932727621,10.382706642150879
lits_122,0.8948456992122624,4.5
lits_36,0.9524437532141299,1.0
lits_14,0.9631842875187197,0.685546875
lits_71,0.9486261054586534,0.7872087359428406
lits_121,0.9552962928117399,0.794921875
lits_55,0.8952563012093234,10.21179485321045
lits_37,0.9573151325145784,1.0
lits_26,0.9609390076588277,0.699981689453125
lits_85,0.7799378231390536,109.06984329223636
Mean,0.9303362513623216,7.849755869657938
Std,0.059143125984100695,21.67326891060207
25th Percentile,0.9245632341600569,0.0
50th Percentile,0.9524437532141299,0.9584611654281616
75th Percentile,0.9625491438326105,3.2013776302337646
